OrderID,Date,Product,Category,Quantity,Price,City
10038,2/24/2023,Watch,Electronics,3,11803,Quetta
10039,9/1/2023,Shoes,Fashion,3,13429,Lahore
10040,11/16/2023,Bag,Electronics,4,35609,Lahore
10041,5/11/2023,Phone,Fashion,1,6356,Islamabad
10042,11/3/2023,Bag,Fashion,1,328,Lahore
10043,5/15/2023,Phone,Fashion,4,24846,Karachi
10044,1/21/2023,Laptop,Fashion,2,16778,Quetta
10045,11/25/2023,Bag,Fashion,3,37152,Peshawar
10046,6/16/2023,Shoes,Fashion,2,46132,Islamabad
10047,10/1/2023,Shoes,Electronics,3,46258,Quetta
10048,3/30/2023,Bag,Electronics,3,23285,Quetta
10049,11/12/2023,Shoes,Electronics,2,33786,Karachi
10050,1/14/2023,Laptop,Fashion,4,11545,Lahore
10051,8/30/2023,Shirt,Fashion,4,33366,Karachi
10052,9/22/2023,Laptop,Electronics,3,2909,Lahore
10053,12/12/2023,Phone,Fashion,4,37829,Lahore
10054,2/22/2023,Laptop,Fashion,3,41885,Quetta
10055,12/6/2023,Phone,Fashion,4,36647,Lahore
10056,4/2/2023,Shoes,Fashion,3,42918,Islamabad
10057,9/21/2023,Shirt,Fashion,4,34986,Islamabad
10058,2/4/2023,Shoes,Electronics,1,6491,Islamabad
10059,7/25/2023,Watch,Electronics,2,245,Quetta
10060,3/22/2023,Shoes,Electronics,1,14029,Karachi
10061,2/19/2023,Phone,Electronics,2,24426,Peshawar
10062,12/26/2023,Shoes,Electronics,2,30091,Lahore
10063,1/2/2023,Shoes,Fashion,3,47785,Peshawar
10064,2/23/2023,Shirt,Fashion,2,37433,Karachi
10065,4/16/2023,Shoes,Fashion,1,16676,Karachi
10066,9/17/2023,Shirt,Fashion,1,39505,Quetta
10067,11/6/2023,Bag,Electronics,4,28564,Islamabad
10068,7/10/2023,Watch,Electronics,1,8343,Islamabad
10069,8/6/2023,Shirt,Electronics,4,31701,Karachi
10070,2/13/2023,Phone,Fashion,2,2510,Quetta
10071,6/11/2023,Bag,Electronics,1,1920,Quetta
10072,7/21/2023,Shirt,Fashion,2,35389,Lahore
10073,9/27/2023,Shirt,Electronics,1,38750,Islamabad
10074,12/17/2023,Watch,Electronics,1,34735,Karachi
10075,10/31/2023,Phone,Fashion,4,7565,Peshawar
10076,9/28/2023,Laptop,Fashion,2,32539,Islamabad
10077,8/3/2023,Laptop,Electronics,1,27414,Lahore
10078,9/9/2023,Shirt,Electronics,3,44329,Quetta
10079,7/9/2023,Shoes,Fashion,2,19683,Karachi
10080,10/23/2023,Phone,Electronics,2,27255,Islamabad
10081,8/1/2023,Bag,Electronics,2,38971,Peshawar
10082,7/27/2023,Shoes,Fashion,4,12297,Lahore
10083,8/25/2023,Shoes,Electronics,3,29611,Lahore
10084,12/4/2023,Phone,Fashion,2,15524,Islamabad
10085,2/22/2023,Shirt,Electronics,1,48921,Peshawar
10086,10/7/2023,Shirt,Fashion,1,340,Lahore
10087,8/5/2023,Shirt,Electronics,4,4731,Karachi
10088,9/9/2023,Shirt,Fashion,1,9699,Lahore
10089,7/7/2023,Laptop,Electronics,2,44562,Peshawar
10090,2/10/2023,Shirt,Fashion,1,24758,Quetta
10091,6/6/2023,Laptop,Electronics,2,37945,Quetta
10092,1/15/2023,Laptop,Electronics,1,32674,Islamabad
10093,10/28/2023,Shirt,Electronics,3,36636,Peshawar
10094,3/6/2023,Watch,Electronics,4,42010,Lahore
10095,12/11/2023,Bag,Electronics,4,8095,Lahore
10096,11/23/2023,Shoes,Electronics,3,25286,Quetta
10097,1/9/2023,Laptop,Electronics,3,29345,Quetta
10098,12/10/2023,Phone,Electronics,4,22913,Karachi
10099,5/9/2023,Phone,Electronics,3,13376,Quetta
10100,5/16/2023,Bag,Fashion,2,20089,Karachi
10101,3/4/2023,Phone,Fashion,1,12846,Lahore
10102,5/19/2023,Watch,Electronics,4,44343,Karachi
10103,3/22/2023,Phone,Fashion,3,18657,Karachi
10104,6/12/2023,Shoes,Electronics,2,28160,Islamabad
10105,10/16/2023,Shoes,Electronics,4,6668,Quetta
10106,9/18/2023,Laptop,Fashion,3,35469,Karachi
10107,8/19/2023,Shirt,Electronics,4,19141,Lahore
10108,2/10/2023,Watch,Electronics,3,6180,Peshawar
10109,1/28/2023,Laptop,Fashion,4,13954,Karachi
10110,5/15/2023,Watch,Fashion,2,2259,Quetta
10111,7/20/2023,Shirt,Electronics,2,27125,Islamabad
10112,11/24/2023,Phone,Fashion,1,41181,Lahore
10113,9/25/2023,Phone,Fashion,4,4468,Islamabad
10114,2/2/2023,Shirt,Electronics,1,34185,Peshawar
10115,2/17/2023,Laptop,Fashion,4,27194,Karachi
10116,3/3/2023,Shirt,Fashion,3,46140,Karachi
10117,8/4/2023,Bag,Electronics,3,1330,Quetta
10118,10/20/2023,Shoes,Fashion,1,17617,Karachi
10119,4/9/2023,Laptop,Fashion,4,24091,Lahore
10120,6/21/2023,Watch,Electronics,1,1401,Peshawar
10121,12/26/2023,Bag,Electronics,2,28710,Islamabad
10122,8/2/2023,Laptop,Electronics,1,16027,Peshawar
10123,2/4/2023,Shirt,Fashion,1,34778,Karachi
10124,8/15/2023,Shirt,Electronics,3,24566,Islamabad
10125,4/11/2023,Shirt,Electronics,1,15004,Quetta
10126,5/11/2023,Shirt,Fashion,4,40975,Peshawar
10127,9/14/2023,Watch,Electronics,3,26181,Islamabad
10128,1/5/2023,Bag,Electronics,1,24454,Islamabad
10129,8/6/2023,Phone,Electronics,2,27861,Islamabad
10130,9/12/2023,Shoes,Electronics,1,18400,Lahore
10131,12/25/2023,Watch,Fashion,1,29591,Peshawar
10132,10/10/2023,Watch,Electronics,1,35625,Islamabad
10133,7/26/2023,Phone,Electronics,3,26632,Peshawar
10134,1/15/2023,Phone,Fashion,4,6564,Islamabad
10135,12/12/2023,Shoes,Electronics,2,16662,Quetta
10136,2/11/2023,Shoes,Fashion,1,41956,Quetta
10137,6/28/2023,Phone,Fashion,4,47992,Quetta
10138,3/4/2023,Shirt,Fashion,4,47128,Karachi
10139,12/18/2023,Watch,Electronics,3,42611,Islamabad
10140,8/19/2023,Laptop,Fashion,2,8783,Karachi
10141,8/29/2023,Shoes,Fashion,3,32734,Peshawar
10142,2/21/2023,Shoes,Fashion,4,160,Karachi
10143,4/6/2023,Phone,Electronics,4,9369,Peshawar
10144,8/10/2023,Bag,Electronics,4,23165,Peshawar
10145,8/19/2023,Laptop,Electronics,3,2995,Peshawar
10146,8/25/2023,Laptop,Electronics,2,15423,Karachi
10147,5/23/2023,Shoes,Electronics,1,12452,Islamabad
10148,6/20/2023,Shirt,Electronics,3,44743,Karachi
10149,1/29/2023,Bag,Electronics,4,49837,Islamabad
10150,2/5/2023,Laptop,Fashion,3,38691,Islamabad
10151,1/13/2023,Shoes,Fashion,4,30990,Peshawar
10152,6/9/2023,Laptop,Fashion,1,32116,Karachi
10153,11/23/2023,Bag,Fashion,1,12062,Islamabad
10154,7/6/2023,Bag,Electronics,2,33402,Quetta
10155,8/31/2023,Watch,Fashion,4,19946,Islamabad
10156,3/27/2023,Phone,Fashion,2,4111,Quetta
10157,10/11/2023,Phone,Fashion,2,19882,Karachi
10158,3/7/2023,Shoes,Fashion,1,2255,Karachi
10159,6/19/2023,Bag,Electronics,3,39825,Karachi
10160,2/14/2023,Watch,Electronics,3,9296,Islamabad
10161,3/3/2023,Watch,Electronics,2,43559,Lahore
10162,5/14/2023,Laptop,Fashion,1,21809,Islamabad
10163,10/11/2023,Laptop,Electronics,4,13427,Islamabad
10164,1/28/2023,Watch,Fashion,3,35574,Peshawar
10165,4/18/2023,Laptop,Electronics,2,32869,Peshawar
10166,2/13/2023,Bag,Electronics,3,42093,Islamabad
10167,12/6/2023,Shirt,Electronics,3,24800,Quetta
10168,10/13/2023,Bag,Electronics,4,14920,Peshawar
10169,11/27/2023,Watch,Electronics,1,10991,Islamabad
10170,5/8/2023,Watch,Fashion,4,34729,Lahore
10171,12/14/2023,Bag,Electronics,1,5369,Quetta
10172,8/19/2023,Laptop,Fashion,3,43980,Karachi
10173,7/9/2023,Laptop,Fashion,2,48567,Islamabad
10174,8/13/2023,Phone,Fashion,4,8420,Islamabad
10175,10/10/2023,Watch,Fashion,1,49689,Quetta
10176,5/1/2023,Shoes,Fashion,3,10840,Peshawar
10177,4/26/2023,Phone,Electronics,1,35997,Peshawar
10178,8/21/2023,Laptop,Electronics,1,31030,Peshawar
10179,9/16/2023,Bag,Electronics,1,17385,Karachi
10180,12/25/2023,Laptop,Electronics,3,14480,Quetta
10181,7/17/2023,Bag,Fashion,2,11460,Quetta
10182,5/17/2023,Phone,Electronics,2,5498,Peshawar
10183,11/14/2023,Watch,Electronics,2,5629,Peshawar
10184,6/14/2023,Laptop,Fashion,1,29162,Lahore
10185,8/13/2023,Bag,Fashion,3,36786,Lahore
10186,11/3/2023,Watch,Electronics,1,17551,Islamabad
10187,8/22/2023,Shoes,Electronics,2,49278,Islamabad
10188,6/21/2023,Bag,Fashion,2,7037,Quetta
10189,6/1/2023,Phone,Electronics,3,39986,Quetta
10190,11/11/2023,Shoes,Electronics,1,49799,Karachi
10191,6/9/2023,Shoes,Electronics,4,10960,Karachi
10192,4/6/2023,Shirt,Electronics,4,25242,Lahore
10193,8/21/2023,Laptop,Fashion,2,25379,Islamabad
10194,6/29/2023,Bag,Fashion,3,38206,Lahore
10195,4/23/2023,Shoes,Fashion,1,45340,Lahore
10196,11/14/2023,Shirt,Electronics,1,36008,Islamabad
10197,2/21/2023,Phone,Electronics,2,40864,Karachi
10198,9/25/2023,Watch,Electronics,2,48357,Islamabad
10199,10/22/2023,Bag,Electronics,1,14301,Peshawar
10200,4/23/2023,Shoes,Electronics,1,40644,Peshawar
10201,4/11/2023,Laptop,Fashion,2,37811,Peshawar
10202,4/23/2023,Shirt,Electronics,1,45754,Quetta
10203,3/22/2023,Shoes,Electronics,4,9097,Karachi
10204,7/6/2023,Laptop,Fashion,2,40666,Karachi
10205,4/23/2023,Shoes,Electronics,1,20275,Quetta
10206,1/2/2023,Bag,Fashion,2,40960,Lahore
10207,5/10/2023,Bag,Fashion,3,3325,Peshawar
10208,8/8/2023,Bag,Fashion,2,44678,Peshawar
10209,2/23/2023,Phone,Fashion,2,47782,Lahore
10210,12/9/2023,Phone,Fashion,3,35328,Islamabad
10211,8/12/2023,Shirt,Electronics,4,41605,Islamabad
10212,8/13/2023,Bag,Fashion,1,46788,Karachi
10213,5/6/2023,Laptop,,,23210,Quetta
10214,5/10/2023,Shoes,Electronics,2,10854,Karachi
10215,2/22/2023,Watch,Electronics,1,26755,Islamabad
10216,6/21/2023,Laptop,Fashion,3,43701,Lahore
10217,8/6/2023,Phone,Electronics,1,3214,Karachi
10218,6/9/2023,Phone,Electronics,1,26602,Peshawar
10219,7/17/2023,Laptop,Fashion,3,49868,Peshawar
10220,9/4/2023,Phone,,1,48228,Lahore
10221,11/20/2023,Bag,Electronics,4,20128,Islamabad
10222,7/22/2023,Shirt,Fashion,,17687,Peshawar
10223,7/3/2023,Shoes,Fashion,3,42819,Peshawar
10224,5/3/2023,Shirt,Electronics,3,35433,Quetta
10225,9/12/2023,Shoes,Fashion,3,3274,Karachi
10226,10/21/2023,Shoes,Fashion,3,35498,Islamabad
10227,10/7/2023,Shirt,Fashion,3,36029,Karachi
10228,11/21/2023,Laptop,Fashion,3,4421,Islamabad
10229,4/8/2023,Shoes,,3,30535,Peshawar
10230,7/17/2023,Shirt,Electronics,3,46072,Quetta
10231,8/28/2023,Shoes,Electronics,3,7199,Karachi
10232,5/24/2023,Watch,Fashion,3,23860,Peshawar
10233,4/7/2023,Laptop,Electronics,,11460,Islamabad
10234,7/20/2023,Bag,Fashion,3,10413,Karachi
10235,5/4/2023,Shoes,Fashion,3,46370,Karachi
10236,7/6/2023,Watch,Fasion,3,20562,Peshawar
10237,11/22/2023,Bag,Fashion,3,5901,Karachi
10238,12/15/2023,Bag,Fashion,3,14230,Quetta
10239,9/16/2023,Shoes,Electronics,3,14371,Quetta
10240,5/28/2023,Shirt,Electronics,3,16175,Peshawar
10241,9/9/2023,Shoes,Fashion,3,37019,Islamabad
10242,12/12/2023,Watch,Electronics,3,41779,Peshawar
10243,5/27/2023,Bag,Fashion,3,19084,Quetta
10244,5/28/2023,Shoes,Electronics,3,22659,Lahore
10245,12/18/2023,Shirt,Fashion,3,12961,Lahore
10246,7/18/2023,Shoes,Electronics,3,33534,Karachi
10247,11/4/2023,Laptop,Fashion,3,16767,Karachi
10248,5/8/2023,Shirt,Fashion,3,5940,Lahore
10249,2/8/2023,Watch,Electronics,3,3665,Quetta
10250,12/4/2023,Bag,Electronics,3,43294,Karachi
10251,12/26/2023,Shoes,Fashion,3,21077,Peshawar
10252,5/9/2023,Shirt,Electronics,3,21218,Peshawar
10253,9/24/2023,Laptop,Fashion,3,22741,Quetta
10254,5/31/2023,Shirt,Electronics,3,7466,Karachi
10255,10/25/2023,Phone,Electronics,3,26736,Peshawar
10256,4/9/2023,Laptop,Fashion,3,15730,Karachi
10257,9/20/2023,Watch,Electronics,3,20156,Karachi
10258,9/9/2023,Bag,Electronics,3,7482,Peshawar
10259,5/24/2023,Watch,Fashion,3,16249,Lahore
10260,12/12/2023,Shoes,Electronics,3,48739,Peshawar
10261,4/22/2023,Shirt,Fashion,3,46141,Quetta
10262,3/1/2023,Phone,Fashion,3,1092,Islamabad
10263,1/2/2023,Laptop,Fashion,3,6958,Peshawar
10264,10/31/2023,Laptop,Fashion,3,2221,Karachi
10265,9/11/2023,Shirt,Fashion,3,27260,Karachi
10266,5/20/2023,Phone,Electronics,3,45256,Peshawar
10267,2/6/2023,Shirt,Fashion,3,21006,Islamabad
10268,6/9/2023,Shoes,Fashion,3,19672,Peshawar
10269,1/9/2023,Watch,Electronics,3,4236,Islamabad
10270,8/21/2023,Laptop,Electronics,3,16827,Islamabad
10271,4/9/2023,Shoes,Electronics,3,32267,Quetta
10272,5/27/2023,Watch,Fashion,3,45521,Karachi
10273,10/31/2023,Shoes,Fashion,3,15579,Karachi
10274,7/27/2023,Phone,Fashion,3,31476,Islamabad
10275,5/11/2023,Laptop,Electronics,3,4923,Karachi
10276,6/1/2023,Shirt,Fashion,3,5020,Lahore
10277,2/23/2023,Shirt,Electronics,3,19685,Islamabad
10278,4/30/2023,Watch,Fashion,3,38339,Karachi
10279,6/10/2023,Bag,Electronics,3,17372,Lahore
10280,4/26/2023,Phone,Fashion,3,26719,Quetta
10281,3/16/2023,Watch,Fashion,3,9633,Karachi
10282,4/23/2023,Bag,Fashion,3,39995,Lahore
10283,4/14/2023,Shoes,Electronics,3,3820,Peshawar
10284,12/6/2023,Phone,Electronics,3,19367,Peshawar
10285,9/11/2023,Shoes,Fashion,3,15796,Lahore
10286,8/15/2023,Laptop,Fashion,3,30068,Islamabad
10287,4/22/2023,Phone,Fashion,3,23445,Islamabad
10288,4/9/2023,Bag,Electronics,3,25793,Karachi
10289,6/2/2023,Laptop,Fashion,3,19485,Peshawar
10290,12/15/2023,Shirt,Fashion,3,18222,Islamabad
10291,12/4/2023,Bag,Fashion,3,1464,Islamabad
10292,7/13/2023,Watch,Fashion,3,2808,Peshawar
10293,11/6/2023,Shirt,Electronics,3,13082,Quetta
10294,6/12/2023,Shirt,Electronics,3,17408,Islamabad
10295,7/27/2023,Watch,Fashion,3,33019,Lahore
10296,6/18/2023,Phone,Fashion,3,25261,Karachi
10297,6/10/2023,Shirt,Electronics,3,35189,Islamabad
10298,3/9/2023,Bag,Electronics,3,13965,Islamabad
10299,10/16/2023,Laptop,Fashion,3,595,Quetta
10300,10/4/2023,Shirt,Electronics,3,44855,Lahore
10301,10/31/2023,Bag,Electronics,3,2248,Karachi
10302,5/15/2023,Shoes,Fashion,3,33424,Islamabad
10303,7/14/2023,Bag,Electronics,3,13493,Karachi
10304,5/8/2023,Laptop,Electronics,3,1652,Peshawar
10305,2/2/2023,Bag,Fashion,3,35953,Islamabad
10306,6/25/2023,Watch,Fashion,3,33024,Islamabad
10307,1/22/2023,Laptop,Electronics,3,9026,Peshawar
10308,8/26/2023,Phone,Fashion,3,30951,Quetta
10309,6/7/2023,Shoes,Electronics,3,23989,Islamabad
10310,2/7/2023,Watch,Fashion,3,40030,Karachi
10311,8/18/2023,Phone,Electronics,3,8155,Lahore
10312,12/31/2023,Bag,Fashion,3,4754,Karachi
10313,2/20/2023,Laptop,Electronics,3,22734,Quetta
10314,9/21/2023,Shoes,Electronics,3,32463,Lahore
10315,10/10/2023,Watch,Electronics,3,11568,Karachi
10316,1/27/2023,Phone,Fashion,3,33022,Karachi
10317,8/14/2023,Phone,Fashion,3,40818,Peshawar
10318,10/4/2023,Shoes,Electronics,3,48191,Quetta
10319,10/13/2023,Bag,Electronics,3,17480,Peshawar
10320,4/7/2023,Shoes,Fashion,3,26970,Lahore
10321,10/11/2023,Phone,Fashion,3,37494,Peshawar
10322,11/13/2023,Shirt,Fashion,3,14359,Quetta
10323,10/31/2023,Watch,Fashion,3,14973,Islamabad
10324,5/27/2023,Shoes,Fashion,3,13116,Islamabad
10325,1/4/2023,Phone,Fashion,3,42237,Lahore
10326,2/4/2023,Bag,Electronics,3,253,Islamabad
10327,7/11/2023,Phone,Fashion,3,7953,Peshawar
10328,2/18/2023,Bag,Electronics,3,12479,Lahore
10329,1/17/2023,Shoes,Fashion,3,15892,Quetta
10330,6/21/2023,Bag,Fashion,3,38467,Lahore
10331,8/8/2023,Laptop,Electronics,3,18200,Lahore
10332,6/7/2023,Laptop,Electronics,3,47653,Karachi
10333,2/15/2023,Laptop,Fashion,3,11149,Karachi
10334,1/6/2023,Shirt,Electronics,3,886,Lahore
10335,4/9/2023,Shoes,Electronics,3,4468,Islamabad
10336,8/21/2023,Phone,Electronics,3,30799,Karachi
10337,2/6/2023,Phone,Electronics,3,47791,Quetta
10338,10/7/2023,Shirt,Fashion,3,37140,Peshawar
10339,12/15/2023,Bag,Electronics,3,27554,Karachi
10340,10/29/2023,Shirt,Fashion,3,38862,Lahore
10341,6/30/2023,Bag,Fashion,3,23700,Islamabad
10342,4/5/2023,Bag,Fashion,3,29338,Peshawar
10343,4/9/2023,Watch,Fashion,3,25341,Karachi
10344,7/7/2023,Phone,Electronics,3,19910,Islamabad
10345,4/26/2023,Laptop,Electronics,3,20267,Islamabad
10346,7/10/2023,Bag,Fashion,3,21911,Islamabad
10347,9/10/2023,Watch,Fashion,3,39879,Lahore
10348,6/10/2023,Phone,Fashion,3,20185,Quetta
10349,9/13/2023,Laptop,Fashion,3,46954,Islamabad
10350,11/19/2023,Bag,Electronics,3,9361,Peshawar
10351,5/8/2023,Bag,Fashion,3,18833,Karachi
10352,1/18/2023,Shirt,Electronics,3,39879,Peshawar
10353,10/8/2023,Shirt,Fashion,3,29179,Lahore
10354,8/11/2023,Phone,Fashion,3,34080,Lahore
10355,2/23/2023,Laptop,Fashion,3,14241,Peshawar
10356,2/27/2023,Bag,Fashion,3,9444,Quetta
10357,11/19/2023,Phone,Electronics,3,39572,Lahore
10358,12/26/2023,Phone,Electronics,3,15996,Lahore
10359,6/23/2023,Shoes,Electronics,3,23917,Peshawar
10360,10/7/2023,Shirt,Fashion,3,29913,Lahore
10361,4/24/2023,Laptop,Fashion,3,18995,Quetta
10362,10/15/2023,Bag,Electronics,3,243,Quetta
10363,12/8/2023,Phone,Electronics,3,10781,Quetta
10364,5/31/2023,Bag,Fashion,3,7467,Karachi
10365,5/7/2023,Shoes,Fashion,3,3328,Quetta
10366,6/4/2023,Laptop,Electronics,3,4682,Quetta
10367,9/30/2023,Phone,Fashion,3,13247,Karachi
10368,4/14/2023,Bag,Fashion,3,11497,Islamabad
10369,10/26/2023,Shirt,Electronics,3,38899,Lahore
10370,9/3/2023,Shoes,Fashion,3,37111,Quetta
10371,6/25/2023,Laptop,Electronics,3,13747,Lahore
10372,2/8/2023,Shoes,Fashion,3,27818,Peshawar
10373,6/19/2023,Shirt,Electronics,3,44364,Lahore
10374,9/4/2023,Laptop,Fashion,3,42417,Karachi
10375,1/26/2023,Shoes,Electronics,3,48014,Lahore
10376,12/21/2023,Watch,Electronics,3,19197,Lahore
10377,11/2/2023,Shirt,Electronics,3,37053,Lahore
10378,1/13/2023,Shirt,Electronics,3,45354,Islamabad
10379,11/12/2023,Shirt,Fashion,3,40196,Islamabad
10380,11/9/2023,Watch,Fashion,3,49552,Peshawar
10381,2/5/2023,Watch,Electronics,3,17207,Karachi
10382,6/22/2023,Bag,Fashion,3,3110,Lahore
10383,1/20/2023,Phone,Fashion,3,5655,Lahore
10384,11/17/2023,Shoes,Fashion,3,167,Lahore
10385,9/21/2023,Bag,Fashion,3,28512,Lahore
10386,5/22/2023,Shoes,Fashion,3,45053,Islamabad
10387,5/23/2023,Phone,Electronics,3,34405,Peshawar
10388,4/2/2023,Watch,Electronics,3,49649,Quetta
10389,12/20/2023,Phone,Electronics,3,11649,Karachi
10390,11/18/2023,Watch,Electronics,3,5780,Lahore
10391,10/15/2023,Phone,Fashion,3,25839,Peshawar
10392,8/3/2023,Bag,Fashion,3,21309,Quetta
10393,12/8/2023,Laptop,Electronics,3,41615,Peshawar
10394,2/20/2023,Bag,Fashion,3,22532,Islamabad
10395,6/2/2023,Shoes,Fashion,3,15216,Quetta
10396,7/5/2023,Bag,Electronics,3,20145,Peshawar
10397,3/4/2023,Shirt,Fashion,3,26427,Islamabad
10398,7/9/2023,Shoes,Electronics,3,35809,Peshawar
10399,5/5/2023,Phone,Electronics,3,43717,Peshawar
10400,5/30/2023,Shoes,Fashion,3,27005,Quetta
10401,11/10/2023,Laptop,Fashion,3,7167,Islamabad
10402,2/27/2023,Watch,Electronics,3,32659,Lahore
10403,12/8/2023,Phone,Electronics,3,43019,Karachi
10404,11/1/2023,Shoes,Fashion,3,18085,Quetta
10405,6/29/2023,Phone,Electronics,3,27469,Islamabad
10406,6/19/2023,Phone,Electronics,3,17964,Peshawar
10407,11/22/2023,Phone,Electronics,3,22714,Islamabad
10408,9/28/2023,Watch,Fashion,3,47994,Karachi
10409,2/23/2023,Bag,Electronics,3,15713,Karachi
10410,4/11/2023,Phone,Fashion,3,6547,Lahore
10411,9/21/2023,Shirt,Electronics,3,5599,Lahore
10412,2/22/2023,Laptop,Fashion,3,39141,Karachi
10413,3/1/2023,Watch,Electronics,3,31415,Quetta
10414,4/18/2023,Shoes,Fashion,3,1399,Quetta
10415,1/5/2023,Watch,Fashion,3,39569,Peshawar
10416,4/13/2023,Shoes,Fashion,3,5094,Lahore
10417,7/15/2023,Watch,Electronics,3,29978,Peshawar
10418,9/19/2023,Shoes,Electronics,3,15727,Lahore
10419,12/31/2023,Phone,Electronics,3,7589,Karachi
10420,12/16/2023,Bag,Fashion,3,26211,Quetta
10421,2/16/2023,Shoes,Electronics,3,32455,Quetta
10422,12/21/2023,Shoes,Fashion,3,8369,Karachi
10423,11/7/2023,Shirt,Electronics,3,2931,Peshawar
10424,11/4/2023,Shoes,Fashion,3,44470,Peshawar
10425,5/24/2023,Shirt,Fashion,3,11919,Islamabad
10426,9/26/2023,Laptop,Fashion,3,24913,Lahore
10427,5/4/2023,Phone,Electronics,3,21737,Peshawar
10428,4/16/2023,Shirt,Electronics,3,2096,Karachi
10429,6/7/2023,Bag,Electronics,3,44487,Peshawar
10430,5/27/2023,Phone,Fashion,3,49529,Quetta
10431,5/25/2023,Shirt,Fashion,3,3189,Lahore
10432,4/30/2023,Phone,Electronics,3,33391,Islamabad
10433,11/15/2023,Phone,Electronics,3,20759,Lahore
10434,10/2/2023,Phone,Electronics,3,45278,Quetta
10435,4/2/2023,Laptop,Fashion,3,30529,Quetta
10436,2/27/2023,Bag,Fashion,3,15832,Quetta
10437,12/12/2023,Watch,Fashion,3,19606,Quetta
10438,8/17/2023,Watch,Fashion,3,41035,Karachi
10439,4/27/2023,Shirt,Fashion,3,5290,Islamabad
10440,11/14/2023,Phone,Electronics,3,4675,Quetta
10441,10/6/2023,Shirt,Fashion,3,40595,Quetta
10442,5/7/2023,Laptop,Fashion,3,48246,Peshawar
10443,5/9/2023,Laptop,Fashion,3,34665,Islamabad
10444,2/27/2023,Shoes,Fashion,3,34999,Lahore
10445,5/2/2023,Laptop,Fashion,3,23806,Islamabad
10446,1/1/2023,Shoes,Electronics,3,47768,Islamabad
10447,8/27/2023,Bag,Fashion,3,22984,Islamabad
10448,10/17/2023,Shirt,Fashion,3,17299,Quetta
10449,4/6/2023,Bag,Fashion,3,44200,Quetta
10450,5/6/2023,Laptop,Electronics,3,39534,Karachi
10451,4/28/2023,Bag,Electronics,3,49394,Lahore
10452,2/17/2023,Bag,Electronics,3,12579,Peshawar
10453,3/30/2023,Bag,Fashion,3,34278,Islamabad
10454,8/25/2023,Laptop,Electronics,3,12765,Lahore
10455,9/29/2023,Phone,Fashion,3,634,Lahore
10456,7/8/2023,Bag,Fashion,3,26392,Karachi
10457,7/11/2023,Shoes,Electronics,3,36232,Peshawar
10458,3/10/2023,Laptop,Fashion,3,36210,Islamabad
10459,10/5/2023,Bag,Fashion,3,22569,Peshawar
10460,12/15/2023,Phone,Fashion,3,46333,Karachi
10461,9/4/2023,Laptop,Electronics,3,37368,Quetta
10462,3/17/2023,Watch,Fashion,3,1272,Lahore
10463,6/3/2023,Phone,Fashion,3,28014,Islamabad
10464,5/24/2023,Shoes,Electronics,3,21001,Quetta
10465,3/27/2023,Bag,Fashion,3,40875,Karachi
10466,7/4/2023,Watch,Fashion,3,34509,Peshawar
